limit_bal,sex,education,marriage,age,pay_amt6,default_payment_next_month
400000,1,2,2,37,2005,0
140000,1,3,1,36,3300,0
350000,1,1,1,38,0,0
80000,2,2,2,34,0,0
230000,2,1,1,42,0,0
70000,2,2,2,24,2000,0
10000,2,2,2,22,1287,0
260000,2,2,1,33,2000,0
140000,2,2,2,26,3304,1
30000,2,3,2,52,0,1
280000,1,1,2,33,345293,1
70000,1,3,1,30,1000,0
220000,1,1,2,43,0,0
90000,1,2,2,35,1143,0
50000,2,2,2,31,2420,0
30000,2,2,1,38,1200,0
260000,2,1,1,60,0,0
50000,1,3,2,37,0,1
110000,1,2,2,29,2000,1
230000,2,1,2,28,0,0
510000,2,1,2,29,65000,0
50000,1,3,2,55,994,1
180000,2,2,1,34,3800,0
360000,2,2,2,53,8736,0
50000,2,1,2,30,1000,0
140000,2,2,1,39,3000,0
50000,1,3,2,25,1000,0
80000,2,2,2,22,2000,0
200000,2,1,2,27,2880,0
230000,2,1,1,32,0,0
340000,1,1,2,32,2016,0
30000,1,2,1,43,1000,0
30000,1,2,2,32,1000,0
310000,1,1,2,32,4223,0
50000,1,2,3,30,637,0
140000,2,1,2,24,0,0
170000,1,3,2,38,5000,0
230000,2,1,2,28,2000,0
140000,2,2,1,37,3000,0
90000,1,3,2,42,1300,1
50000,2,2,2,29,2000,1
80000,1,2,1,32,5002,0
210000,2,3,1,53,0,0
160000,2,1,1,33,1905,0
160000,2,2,2,27,2500,0
50000,2,2,2,24,3000,1
440000,2,1,2,36,0,0
230000,2,2,1,28,1000,1
210000,2,2,2,32,5000,0
50000,1,2,2,41,684,0
70000,1,3,1,32,5500,0
620000,2,2,1,45,6000,1
180000,2,1,2,25,1622,0
170000,1,1,1,53,361,0
20000,1,1,2,24,1069,0
50000,2,2,2,22,1000,0
30000,2,3,2,22,0,1
180000,1,1,1,36,1000,1
210000,2,2,1,49,0,1
230000,2,1,1,35,0,0
200000,1,1,1,36,0,0
50000,2,1,2,33,0,0
210000,2,1,1,42,0,1
100000,2,3,1,43,0,0
20000,1,1,2,27,0,0
200000,2,1,2,37,5000,0
280000,2,3,1,40,0,0
180000,2,2,1,32,2000,0
210000,2,1,1,42,0,1
50000,2,1,1,25,704,0
260000,1,2,2,37,6000,0
410000,2,1,1,31,6384,0
330000,2,1,1,37,0,0
30000,1,3,1,58,1961,0
130000,2,3,1,28,0,0
330000,1,3,1,46,8200,0
500000,1,1,2,29,13770,0
240000,2,2,1,33,8000,0
200000,2,2,1,32,10190,0
110000,1,3,1,56,4976,0
50000,2,2,2,22,10000,0
360000,2,1,1,30,0,0
280000,1,2,1,39,3519,1
60000,1,3,1,38,0,0
30000,1,2,1,35,0,0
220000,1,1,2,38,7009,1
360000,1,1,2,28,16071,0
240000,2,2,2,44,0,1
200000,1,1,2,30,1000,0
80000,1,1,2,31,390,0
50000,1,2,1,51,134,1
60000,1,1,2,25,2000,0
70000,2,1,2,25,2500,0
260000,1,1,1,30,651,1
90000,2,2,2,29,3000,0
200000,2,3,2,47,7100,0
50000,2,2,2,23,18300,1
90000,2,1,2,34,2000,0
30000,2,2,1,36,1500,1
90000,2,2,2,24,102,0
360000,2,1,2,25,0,1
370000,1,2,2,28,6000,0
110000,2,1,2,30,0,0
100000,2,1,2,24,330,0
300000,2,1,1,36,3000,0
130000,1,3,2,39,6000,0
230000,2,2,1,41,6554,0
150000,1,1,1,40,4200,0
280000,1,2,1,42,5600,0
40000,2,2,2,24,1751,0
20000,2,1,2,22,0,1
260000,2,2,1,46,12151,0
50000,2,2,2,23,18300,1
50000,1,3,2,55,994,1
200000,2,1,2,26,2015,0
50000,1,2,2,30,0,0
270000,2,2,1,32,0,1
280000,2,2,1,44,15000,1
210000,2,3,2,31,0,0
210000,2,1,2,32,3000,0
230000,2,1,2,27,0,0
160000,2,1,1,33,1905,0
100000,1,1,2,38,0,0
70000,1,3,1,51,2100,1
80000,2,2,1,29,0,0
230000,2,1,1,32,0,0
230000,2,1,2,38,4900,0
150000,2,3,1,54,5215,0
50000,2,3,1,47,0,0
210000,1,2,2,43,3000,0
60000,2,1,2,23,1200,1
260000,2,1,2,36,0,1
230000,1,2,2,32,500,0
220000,2,2,1,41,325,1
110000,2,1,2,29,2500,0
360000,2,1,1,30,0,0
210000,2,1,2,31,3299,0
70000,2,2,1,33,1651,1
200000,1,4,1,42,2102,0
60000,2,2,2,23,835,0
120000,2,2,2,25,4400,0
240000,2,2,1,36,0,1
240000,1,1,2,29,6100,0
290000,1,1,1,53,8546,1
200000,2,1,2,27,2880,0
50000,2,1,2,52,0,0
200000,2,1,2,27,2880,0
150000,1,1,2,33,8399,0
50000,1,2,2,27,390,0
150000,1,1,2,27,800,0
150000,2,1,2,31,0,1
150000,1,1,2,33,6000,0
240000,1,1,2,44,7000,1
90000,1,3,1,48,4086,0
290000,2,1,2,37,0,0
160000,2,1,1,33,1145,0
100000,2,1,2,27,0,0
50000,2,3,1,49,0,0
500000,2,1,2,26,0,0
100000,1,3,2,32,2015,0
90000,2,2,2,25,3100,0
360000,1,1,1,43,68978,0
370000,2,1,2,38,0,0
50000,1,2,1,25,886,0
140000,2,2,2,26,1000,0
50000,2,2,2,29,2000,1
90000,2,2,1,40,0,0
210000,1,1,2,29,0,1
220000,1,2,2,34,500,0
20000,2,1,2,22,0,1
30000,1,2,2,25,0,1
10000,1,2,2,27,700,1
240000,1,1,2,41,924,0
130000,2,2,2,29,1365,0
50000,1,1,2,29,0,1
70000,1,1,2,27,1000,0
50000,1,2,2,36,1000,0
90000,2,2,2,32,0,0
150000,1,2,1,50,5000,0
210000,2,1,2,28,27760,0
20000,1,1,2,27,0,0
330000,2,2,2,29,519,0
320000,2,1,1,41,3510,0
180000,1,1,1,46,7000,0
30000,2,1,1,31,1623,0
50000,1,2,2,24,3008,0
50000,2,2,2,24,3000,1
30000,2,2,1,42,2000,0
100000,1,1,1,47,2380,0
230000,2,1,2,28,2000,0
350000,1,1,1,38,0,0
110000,2,1,2,25,3202,0
370000,1,1,2,50,4699,0
120000,1,1,2,34,0,0
130000,2,2,2,29,5750,0
30000,2,2,3,22,2500,0
70000,2,1,2,25,2500,0
240000,1,1,2,44,7000,1
100000,1,1,2,35,47970,0
130000,2,3,2,29,13899,0
240000,2,2,1,33,8000,0
330000,2,2,1,56,384,0
40000,1,2,2,39,4987,0
200000,2,3,2,47,6836,1
30000,2,2,1,32,4985,0
20000,2,2,2,27,0,0
50000,1,2,1,47,500,0
310000,2,1,2,38,0,0
120000,1,1,2,32,0,1
270000,2,2,1,32,0,1
80000,2,3,1,49,7990,0
50000,1,1,2,26,0,0
330000,2,3,2,45,11678,0
50000,2,1,2,23,2512,0
80000,2,2,2,24,2200,0
470000,2,3,3,33,3000,0
40000,2,2,1,32,0,0
20000,2,2,2,22,1000,0
200000,1,1,2,31,0,0
300000,2,2,1,34,5000,0
150000,1,1,2,41,472,1
140000,2,2,2,28,3000,0
200000,1,4,1,42,2102,0
140000,2,1,2,26,7004,0
230000,2,2,2,27,4641,1
290000,2,3,2,27,0,0
30000,2,1,2,26,0,0
160000,2,2,1,33,0,0
60000,1,3,2,30,0,1
240000,1,1,2,41,924,0
270000,1,2,2,37,2000,0
90000,1,3,2,42,1300,1
100000,2,3,1,43,4500,1
20000,1,2,2,49,0,0
110000,2,2,3,45,2000,0
390000,2,3,2,35,9435,1
200000,2,1,2,29,1000,0
30000,1,2,1,43,0,0
90000,2,2,2,24,102,0
20000,2,3,2,24,3200,0
450000,1,1,1,40,0,1
360000,2,1,2,32,38313,0
200000,2,1,1,34,300,1
50000,2,2,1,46,0,1
50000,2,3,2,37,30592,1
100000,1,1,2,27,200,0
30000,1,1,2,24,1000,1
140000,1,1,2,31,2500,0
90000,2,1,2,24,0,0
70000,1,1,2,27,1000,0
90000,2,2,1,40,0,0
150000,1,3,2,39,0,0
70000,1,3,1,51,2100,1
50000,1,2,2,31,5000,1
80000,2,2,2,27,2600,0
230000,2,2,1,32,2800,1
120000,2,1,3,44,0,0
470000,1,2,2,27,10367,0
180000,2,1,2,27,3333,0
50000,1,1,3,49,2000,0
90000,1,3,1,48,4086,0
200000,2,1,2,26,2015,0
20000,2,1,2,25,800,0
180000,2,2,1,34,3800,0
50000,1,2,1,37,2000,0
260000,1,1,1,30,651,1
50000,1,3,2,23,997,0
200000,1,2,1,38,0,1
30000,1,2,1,43,0,0
80000,2,1,1,28,276,1
50000,1,1,2,22,1170,0
100000,1,3,1,50,0,0
70000,2,2,1,33,1651,1
100000,2,2,2,27,0,0
160000,2,1,2,29,13000,0
50000,2,3,2,49,826,0
240000,2,2,2,30,1883,0
80000,1,2,2,29,1000,0
230000,1,1,1,59,6945,1
280000,1,1,1,41,4437,0
200000,2,1,2,29,125,0
90000,2,2,2,32,0,0
30000,1,2,1,48,2244,0
40000,2,3,1,43,1000,0
500000,2,3,1,38,5391,0
80000,2,3,1,40,1600,0
200000,2,1,2,34,0,0
350000,1,1,2,33,0,0
220000,2,1,1,41,0,1
120000,1,1,2,34,0,0
360000,1,1,2,30,0,0
200000,2,3,3,45,5016,0
50000,1,2,2,26,649,1
50000,2,3,1,39,9100,0
120000,2,2,1,32,4003,0
200000,1,1,2,31,100,0
50000,1,1,2,29,0,1
180000,2,1,2,24,0,0
130000,1,1,2,29,1500,0
360000,1,1,1,46,0,0
160000,2,1,1,38,1916,0
500000,2,1,1,47,20000,0
20000,1,3,1,43,1700,0
50000,1,2,1,59,687,0
50000,2,2,2,24,3000,1
50000,1,2,2,24,3008,0
160000,2,1,1,33,1145,0
20000,2,3,1,24,0,0
170000,2,2,2,28,0,0
230000,2,6,2,46,7000,0
260000,2,2,1,33,2000,0
360000,1,1,1,43,68978,0
50000,1,2,2,42,0,0
140000,1,2,1,32,2602,0
290000,1,1,1,53,8546,1
280000,1,2,1,39,3519,1
210000,2,2,2,30,4000,0
50000,1,3,2,57,1048,0
140000,1,2,1,32,2602,0
20000,2,1,1,30,0,1
20000,1,2,2,29,0,0
240000,2,2,1,37,0,1
320000,1,1,1,49,50000,0
360000,1,1,1,38,0,1
160000,2,3,1,51,23250,0
240000,2,2,2,26,500,0
30000,2,2,1,32,4985,0
350000,1,3,1,44,0,0
80000,2,2,2,24,1800,1
180000,1,2,1,34,2440,0
240000,1,1,2,29,6100,0
50000,1,3,2,55,994,1
370000,1,2,2,28,6000,0
100000,1,2,1,29,0,0
110000,2,1,2,24,3000,0
300000,1,1,1,40,0,0
50000,1,1,1,41,1000,0
50000,1,2,2,36,1000,0
200000,1,1,1,36,10000,0
10000,1,2,2,46,251,1
50000,2,2,2,27,1100,0
240000,1,1,2,28,526,0
110000,1,3,1,37,2300,0
30000,2,2,2,51,967,0
220000,1,2,2,34,500,0
200000,2,2,1,29,5000,1
10000,1,2,2,37,0,0
80000,2,1,1,28,276,1
20000,2,2,2,24,1327,0
280000,1,1,1,41,4437,0
50000,2,1,2,30,1000,0
330000,2,1,1,50,258,0
330000,2,2,2,29,519,0
40000,2,2,1,32,0,0
110000,2,1,2,25,3202,0
310000,1,2,1,44,2653,0
30000,2,2,1,25,1000,0
140000,2,1,2,27,5600,0
50000,2,3,2,22,904,1
200000,2,1,2,31,1103,0
440000,2,1,2,35,5500,0
70000,1,2,1,48,4590,1
130000,2,2,2,29,1365,0
230000,1,2,2,32,500,0
280000,1,1,2,33,345293,1
80000,2,3,1,57,100,0
50000,1,3,1,54,4000,0
240000,2,2,2,44,0,1
230000,2,2,1,41,6554,0
30000,2,2,2,22,1560,0
70000,1,1,3,57,1451,0
50000,1,3,1,47,1000,0
130000,1,3,2,43,9546,1
130000,1,3,2,43,9546,1
210000,2,2,1,49,0,1
50000,2,2,2,23,0,0
30000,1,2,1,43,1000,0
200000,2,3,1,49,3000,1
50000,1,2,1,25,886,0
230000,2,2,1,30,2959,1
100000,1,3,1,50,0,0
270000,2,1,2,28,15000,0
70000,2,2,2,36,2000,0
200000,1,1,2,30,1000,0
140000,2,2,1,48,1347,0
30000,2,2,1,43,800,0
30000,2,1,2,23,3024,0
150000,1,2,1,43,5334,0
410000,2,5,1,42,8300,0
100000,2,2,1,30,3200,0
70000,1,2,2,30,0,1
50000,1,2,3,42,1132,1
60000,2,1,2,27,846,1
220000,2,2,2,27,153504,0
150000,1,1,2,41,472,1
130000,2,3,2,29,13899,0
270000,2,2,1,56,3900,0
200000,2,2,1,58,185652,0
310000,2,2,1,35,5987,1
20000,2,1,2,22,1600,0
50000,2,3,1,35,640,0
350000,1,1,1,38,0,0
350000,1,1,1,48,1500,0
210000,2,2,1,33,546,0
160000,1,1,2,26,6066,0
200000,2,1,1,37,2370,0
210000,2,2,2,30,4000,0
110000,1,2,2,29,2000,1
200000,1,1,2,32,2500,0
330000,1,1,2,25,2566,0
360000,1,1,2,28,3219,0
70000,1,1,2,51,5000,0
180000,2,1,1,53,0,0
200000,2,1,2,27,2880,0
240000,1,1,2,29,6100,0
170000,1,2,2,27,0,0
60000,2,3,3,42,2000,0
380000,1,2,2,34,4400,0
300000,2,3,1,34,5500,1
50000,1,2,2,24,1000,0
30000,2,2,1,38,1200,0
420000,1,2,1,34,20000,0
280000,1,1,1,41,4437,0
10000,1,2,2,46,251,1
230000,2,2,2,27,4641,1
140000,1,1,1,45,1495,0
490000,2,2,1,30,6000,0
350000,1,1,2,35,26346,0
200000,1,1,1,43,4902,0
210000,2,1,1,42,0,1
30000,2,3,2,52,0,1
240000,2,3,1,50,7714,1
20000,1,2,2,23,10000,1
50000,2,2,2,22,567,0
50000,1,1,1,35,172,0
200000,1,1,2,28,10000,0
100000,1,3,2,32,2015,0
380000,2,1,2,30,5000,0
280000,2,2,2,28,1000,0
50000,2,2,1,37,400,1
60000,2,2,2,29,420,0
260000,2,1,2,33,0,0
120000,2,1,3,44,0,0
150000,2,3,2,28,3050,0
300000,2,1,2,31,500,0
200000,2,1,1,37,2370,0
210000,1,1,2,30,10000,0
150000,1,2,1,50,5000,0
200000,2,3,2,47,7100,0
10000,1,2,1,56,160,1
80000,2,1,2,37,4000,0
300000,2,2,1,36,10780,1
20000,1,2,2,27,300,0
50000,2,3,1,47,0,0
360000,2,1,2,26,2963,0
20000,2,3,2,24,4739,0
50000,2,3,2,37,30592,1
230000,2,3,1,32,5000,0
200000,2,1,2,37,5000,0
210000,1,2,2,43,3000,0
120000,2,1,3,44,0,0
350000,1,1,1,48,1500,0
30000,2,2,1,42,2000,0
210000,1,1,2,29,0,1
50000,1,3,2,23,997,0
150000,2,2,2,27,2529,0
20000,1,1,2,24,1069,0
360000,1,1,2,33,4000,0
60000,2,2,1,24,2000,1
50000,2,2,3,30,1600,1
200000,2,1,1,35,679,0
210000,2,1,2,30,909,0
30000,2,3,2,22,0,1
120000,2,2,2,25,4400,0
50000,1,3,1,33,697,0
390000,1,2,2,28,5042,0
110000,1,1,3,55,0,1
210000,1,3,2,25,7967,1
140000,2,2,2,28,3000,0
260000,1,2,2,30,2003,0
40000,2,2,2,23,0,0
470000,2,2,1,36,1014,0
200000,2,1,2,29,125,0
180000,2,2,2,31,1576,0
240000,2,2,2,38,563,0
60000,1,3,1,49,2500,0
20000,2,2,2,23,4,0
20000,2,3,1,25,0,0
110000,2,2,1,35,5000,0
30000,1,1,2,41,1250,0
180000,1,1,1,46,7000,0
500000,2,1,1,38,600,0
400000,2,2,1,29,23000,0
180000,2,2,1,32,2000,1
50000,2,2,1,36,190,0
160000,1,1,2,34,3013,0
460000,1,1,1,40,0,1
340000,1,2,1,55,77195,0
190000,1,2,2,34,2769,1
30000,1,2,2,32,1000,0
30000,1,2,2,34,512,0
200000,1,1,2,30,1000,0
200000,1,1,2,34,8500,0
500000,2,3,1,28,2000,1
50000,2,1,2,30,1000,0
20000,1,1,2,29,330,0
240000,1,1,2,47,0,1
160000,2,1,2,29,5654,1
60000,1,3,1,31,0,1
280000,1,1,1,41,4437,0
80000,2,1,2,23,0,0
60000,2,2,2,29,420,0
30000,2,2,1,43,800,0
280000,1,1,2,33,345293,1
70000,1,1,2,30,2500,0
410000,2,5,1,42,8300,0
60000,2,1,2,27,846,1
50000,1,1,2,37,800,0
190000,2,2,1,37,5000,0
220000,1,1,2,38,7009,1
110000,2,4,2,24,4000,0
180000,2,1,2,24,0,0
50000,1,2,1,37,2000,0
80000,2,3,1,49,7990,0
210000,2,2,1,35,2000,0
190000,2,2,1,37,5000,0
60000,2,1,2,27,846,1
280000,2,2,1,56,6321,0
60000,2,2,1,24,2000,1
110000,2,2,1,35,5000,0
200000,1,1,2,28,10000,0
140000,1,2,1,32,2602,0
280000,1,2,1,39,3519,1
260000,2,1,1,60,0,0
50000,1,2,2,26,649,1
70000,1,2,1,39,0,0
210000,2,2,1,33,546,0
160000,2,2,2,27,2500,0
110000,2,1,2,30,0,0
160000,2,2,2,60,0,1
210000,2,2,1,30,5000,0
200000,1,1,2,30,1000,0
50000,1,2,2,23,1004,1
500000,1,1,1,36,10002,0
90000,1,3,2,42,1300,1
90000,2,2,2,34,0,0
20000,2,3,2,24,3200,0
220000,1,1,2,38,7009,1
100000,1,3,1,50,0,0
100000,2,1,2,24,330,0
360000,1,1,2,28,3219,0
30000,2,2,1,42,2000,0
110000,1,2,2,29,2000,1
110000,2,2,2,33,102,1
230000,2,2,2,38,2213,0
310000,2,2,1,43,807,0
50000,1,3,1,33,697,0
200000,1,1,1,36,10000,0
330000,2,1,1,31,0,0
50000,1,1,1,56,1017,1
200000,1,1,1,52,396,0
400000,2,2,1,29,23000,0
230000,2,1,1,32,0,0
140000,2,2,1,48,1347,0
410000,2,2,2,27,5350,0
180000,1,1,1,45,2576,0
160000,2,3,1,51,23250,0
320000,2,1,2,27,11341,0
280000,2,2,2,27,0,0
210000,2,2,1,36,4700,0
200000,2,1,2,29,125,0
200000,2,3,3,45,5016,0
50000,2,1,2,23,2512,0
470000,2,3,3,33,3000,0
140000,2,2,1,42,5000,1
90000,2,1,2,23,4000,0
90000,1,3,2,42,1300,1
360000,1,1,2,26,0,0
440000,2,1,2,29,6010,0
260000,2,1,2,33,0,0
70000,2,2,2,28,0,0
240000,1,2,1,34,327,0
30000,2,2,2,25,0,0
50000,2,3,2,22,904,1
50000,1,3,1,57,600,0
370000,2,1,2,38,0,0
240000,2,2,1,33,8000,0
30000,2,2,1,31,0,0
50000,1,1,1,56,1017,1
50000,2,2,2,22,0,1
50000,1,3,2,25,1000,0
50000,1,1,1,56,1017,1
80000,2,3,1,57,100,0
230000,2,1,1,35,6000,0
400000,1,1,2,37,3768,0
30000,2,2,3,22,2500,0
200000,2,1,2,34,0,0
50000,2,1,2,24,1400,0
360000,2,1,2,29,0,1
130000,2,2,2,29,1365,0
220000,2,2,2,27,153504,0
80000,2,2,1,36,2198,0
50000,1,3,2,37,0,1
230000,2,1,2,28,3000,0
50000,2,2,1,36,190,0
10000,1,2,1,56,160,1
90000,2,1,2,24,0,0
500000,1,1,2,36,17397,1
140000,1,3,1,36,3300,0
50000,2,3,2,49,826,0
380000,1,1,1,51,0,1
500000,2,2,1,54,51582,0
100000,2,3,1,43,4500,1
50000,1,1,1,37,0,0
80000,1,2,1,32,5002,0
260000,2,1,1,60,0,0
310000,2,1,2,38,0,0
20000,1,2,2,24,0,0
210000,2,1,2,30,909,0
100000,1,3,1,50,0,0
210000,2,2,1,49,0,1
20000,2,2,2,40,0,0
80000,2,2,2,23,426,0
380000,2,1,2,30,5000,0
180000,2,1,2,24,0,0
320000,2,2,2,30,2500,0
110000,2,2,2,36,2200,0
120000,2,2,1,29,2496,0
230000,2,1,2,29,0,0
30000,2,2,2,24,0,0
160000,2,1,1,38,1916,0
80000,2,2,1,32,3100,0
20000,1,2,2,25,0,0
80000,1,1,2,25,14000,0
20000,2,2,2,21,0,0
290000,2,1,2,29,0,1
20000,1,2,2,23,0,0
30000,2,1,2,56,7024,0
210000,2,2,1,36,4700,0
50000,2,1,2,52,0,0
210000,2,2,2,30,4000,0
50000,2,1,1,34,1114,0
180000,2,2,1,34,5100,0
20000,2,1,2,22,1600,0
310000,1,2,1,44,2653,0
140000,2,1,2,37,0,0
230000,2,1,2,29,0,0
240000,1,1,2,47,0,1
40000,1,2,2,39,4987,0
50000,2,2,2,22,0,0
80000,2,1,1,28,276,1
260000,1,1,2,44,316,0
200000,1,1,2,32,2500,0
80000,2,3,1,57,100,0
210000,2,2,2,30,4000,0
200000,1,2,1,38,10000,0
200000,2,3,1,49,3000,1
500000,1,1,2,36,17397,1
180000,2,2,1,32,2000,0
50000,1,2,2,23,1000,0
80000,1,2,1,32,5002,0
230000,2,1,2,38,4900,0
140000,2,2,1,42,5000,1
20000,2,3,2,24,4739,0
150000,2,2,2,27,2529,0
50000,2,1,2,24,1400,0
110000,1,3,1,37,2300,0
140000,2,2,2,31,5000,0
60000,2,1,2,26,0,0
500000,1,1,2,32,10000,0
50000,2,1,1,25,704,0
220000,1,1,2,24,0,0
340000,2,1,2,27,50000,0
200000,2,3,1,49,3000,1
500000,1,2,1,38,2132,0
400000,2,2,2,41,6012,0
20000,1,2,2,49,0,0
210000,2,3,1,53,0,0
160000,2,3,1,51,23250,0
50000,1,2,2,42,0,0
200000,2,1,1,37,2370,0
280000,2,2,1,56,6321,0
50000,1,1,2,26,0,0
320000,1,1,1,47,516,0
150000,2,1,2,29,0,0
350000,1,1,1,48,1500,0
50000,1,2,2,23,1500,1
200000,2,2,2,36,0,0
250000,2,2,1,31,4400,0
100000,1,3,2,49,0,0
350000,1,1,2,35,26346,0
250000,1,1,2,41,3117,1
70000,2,2,1,37,2700,0
200000,1,1,1,43,4902,0
60000,2,1,2,27,200,0
60000,2,1,2,28,0,0
180000,2,1,2,29,0,0
80000,2,1,2,23,1700,1
360000,1,1,2,33,4000,0
70000,1,1,2,51,5000,0
180000,2,1,2,32,176,0
130000,1,3,2,39,6000,0
20000,1,2,1,37,782,0
20000,1,2,2,25,0,1
160000,2,1,2,28,10000,0
210000,1,3,1,45,10478,1
300000,2,1,1,36,3000,0
100000,2,1,2,24,330,0
410000,2,5,1,42,8300,0
150000,2,1,2,29,5000,0
240000,1,1,2,29,6100,0
80000,1,1,2,35,2418,0
470000,1,2,2,33,51305,0
50000,1,1,2,34,1030,0
120000,2,2,1,25,0,0
280000,1,2,1,39,3519,1
280000,1,2,1,40,6737,0
320000,1,2,2,29,1600,1
450000,1,2,2,33,2515,0
20000,2,2,2,23,4,0
140000,2,2,1,39,3000,0
70000,1,1,1,46,1800,0
170000,1,2,2,27,0,0
300000,2,2,2,31,4141,0
20000,2,2,2,46,0,0
100000,2,1,2,28,3280,1
260000,2,1,1,34,7725,0
280000,2,2,1,44,15000,1
50000,2,2,2,22,1000,0
80000,2,2,2,23,426,0
50000,2,2,1,37,400,1
20000,2,2,2,21,0,0
120000,1,2,2,25,2000,0
80000,1,2,2,25,6305,0
30000,1,3,1,48,530,0
50000,1,1,2,32,0,0
30000,2,1,1,31,1623,0
210000,2,1,2,32,3000,0
360000,2,2,2,28,0,1
20000,1,2,1,37,782,0
320000,1,1,1,60,52466,1
280000,1,1,2,31,6288,0
20000,2,1,2,24,12111,0
230000,2,1,2,38,4900,0
300000,2,1,1,45,291,0
180000,2,1,1,53,0,0
120000,1,1,2,32,0,1
200000,2,2,1,29,5000,1
120000,2,2,1,32,5120,0
280000,1,1,2,31,781,0
60000,2,2,1,34,1291,1
310000,1,1,2,30,39544,0
80000,2,2,1,30,500,0
90000,2,2,2,32,0,0
20000,2,2,2,23,4,0
100000,1,1,2,32,3200,0
90000,2,1,2,27,0,0
20000,2,1,2,22,1000,0
400000,2,2,2,29,862,0
110000,1,1,1,40,5742,0
350000,1,3,1,44,0,0
100000,1,3,1,56,732,0
200000,2,3,2,47,7100,0
230000,2,2,1,30,2959,1
30000,1,2,2,47,0,0
80000,2,2,2,23,0,0
90000,1,3,2,42,1300,1
30000,2,2,1,36,1500,1
160000,2,1,2,28,2500,0
280000,2,1,2,39,0,0
230000,2,1,1,30,10000,0
20000,2,2,1,27,2011,0
290000,2,1,1,34,7000,0
310000,2,2,1,49,0,0
30000,1,1,2,28,0,0
30000,1,2,1,43,0,0
50000,1,1,2,32,0,0
100000,2,2,2,26,1525,0
50000,2,2,2,22,10000,0
20000,2,2,3,52,641,0
140000,2,2,1,37,3000,0
320000,2,1,1,41,3510,0
200000,2,1,1,35,0,0
400000,2,2,2,41,6012,0
60000,2,2,2,23,835,0
360000,1,2,2,29,7300,0
50000,1,2,1,41,618,0
30000,2,3,2,52,0,1
150000,1,1,1,40,4200,0
30000,1,2,2,29,0,0
100000,2,2,2,23,1542,0
50000,1,2,2,24,1000,0
90000,2,1,2,27,0,0
60000,2,2,2,29,0,0
220000,2,1,1,36,1039,0
50000,1,3,1,57,600,0
140000,2,1,2,27,5600,0
50000,2,1,1,25,704,0
230000,1,1,1,59,6945,1
50000,1,3,1,57,600,0
50000,2,2,2,24,3000,1
140000,2,3,2,57,3424,1
150000,1,2,2,35,0,0
50000,1,1,2,26,0,0
50000,1,2,1,41,618,0
280000,2,2,1,44,15000,1
320000,2,2,2,33,3754,0
70000,2,2,2,24,2000,0
30000,1,2,2,29,0,0
10000,1,2,1,56,160,1
50000,1,2,2,23,1000,0
290000,2,2,2,26,4900,0
50000,2,1,2,24,0,1
120000,2,2,1,29,2496,0
230000,2,1,2,38,4900,0
400000,2,2,2,40,385,0
160000,2,2,2,29,594,1
30000,1,3,1,42,0,0
50000,2,3,1,40,1000,0
140000,1,1,1,34,5504,0
60000,1,1,2,29,0,1
140000,1,2,1,30,2700,1
180000,1,2,1,36,0,1
20000,1,2,2,29,0,0
50000,1,2,2,27,1390,1
100000,2,2,1,43,2111,0
20000,1,2,2,25,0,1
50000,1,2,2,33,716,1
170000,2,3,3,56,614,0
210000,2,2,2,30,4000,0
200000,2,3,2,30,4500,0
140000,2,2,2,26,1000,0
140000,1,1,2,31,2500,0
230000,2,2,2,27,4641,1
500000,2,1,2,26,0,0
50000,1,2,2,29,6318,0
70000,2,1,2,25,2500,0
100000,2,1,2,24,2033,0
50000,1,2,2,30,2000,0
140000,2,1,1,51,2132,0
200000,1,2,2,31,4000,0
300000,2,2,2,35,15000,0
400000,2,2,1,44,2800,0
50000,1,3,1,54,4000,0
180000,1,1,2,28,1998,0
200000,2,2,1,58,185652,0
230000,2,1,2,35,520,0
100000,2,1,2,28,3280,1
260000,2,2,1,33,2000,0
500000,2,2,2,23,19000,1
90000,2,2,2,24,102,0
50000,2,3,1,39,9100,0
30000,1,2,2,28,0,0
200000,1,2,1,38,10000,0
50000,1,2,1,57,679,0
230000,2,2,1,28,1000,1
50000,2,3,1,47,0,0
140000,2,2,2,31,0,0
50000,1,2,3,30,637,0
360000,2,1,1,34,4230,0
70000,1,1,2,27,0,0
50000,1,2,1,26,2000,0
70000,2,2,1,33,1651,1
140000,1,3,1,36,3300,0
150000,1,2,2,35,0,0
290000,2,2,2,26,4900,0
80000,2,2,1,30,500,0
50000,2,2,2,22,0,1
200000,1,1,2,39,0,0
240000,1,1,2,46,12000,0
110000,2,2,3,45,2000,0
140000,2,3,1,30,5200,0
50000,1,2,1,41,618,0
70000,1,3,1,30,1000,0
110000,1,3,2,46,2454,0
30000,1,2,1,43,1000,0
130000,1,3,2,39,6000,0
260000,2,1,2,30,6000,0
60000,2,2,1,33,599,0
100000,2,3,1,43,0,0
290000,2,3,2,27,0,0
180000,2,1,2,25,1622,0
30000,2,1,2,27,0,0
280000,1,2,1,40,6737,0
100000,2,1,2,27,0,0
210000,2,2,1,33,546,0
380000,1,3,1,53,0,0
210000,2,2,1,36,4700,0
110000,2,1,2,25,3202,0
20000,2,3,2,24,4739,0
70000,1,1,2,27,0,0
180000,1,2,1,34,2440,0
50000,2,2,2,22,567,0
110000,2,2,1,40,3800,0
320000,1,1,1,47,516,0
